file_path,last_folder
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\otišao je u inostranstvo prošle godine i još se nije vartio.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\otišao je u inostranstvo prošle godine i još se nije vratio.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\otvara se igraonica prekoputa naše zgrade.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\ovi klinci su nemogući niko ih ne može obuzdati.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\petar će doći u ponedeljak.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\pojavio se u poslednjem trenutku.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\popeću se na drvo ako me mama ne vidi.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\preko leta ću biti u beogradu.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\prelazio je ulicu naspram one tek renovirane buregdzinice.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\premijer je obećao viši standard.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\prespavaću ceo dan.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\raspitaću se pa ću ti javiti.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\samo što sam stigao odmah sam morao da odem na sastanak.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\sanjao sam te pre neku noć.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\sećam se kad je ulicom kneza miloša saobraćao tramvaj.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\strpi se još malo samo što nismao stigli.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\sutra je doček nove godine.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\sutra se završava školska godina.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\sutra će biti 27 u hladu.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\sutra ćemo sve raditi ponovo pa šta ispadne.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\taman sam krenula da učim a on me pozvao.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\telefoni zvone po ceo dan i tebe traže.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\u braku smo već devet godina.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\u ponedeljak putujem na frušku goru.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\upravo su mi javili da treba da dođem sutra.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\uvek se setim tebe kad čujem tu pesmu.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\večeras mora da donese odluku o njegovoj smeni.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\večeras najavljuju padavine.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\vratiću se brzo .wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\za dva dana počinje škola.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\za osam minuta počinje predstava.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\znam znam pa meni je 100 puta pričao.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 2\čim mu plate on će doneti robu.wav,2
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\da da tako smo se dogovrili.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\demonstracije su opet počele.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\dok se saginjao umalo ga ne zgazi ljubin ford.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\doveče je žurka kod komšija.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\doćiće nam mirko na ručak.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\dugo vremena nismo ovde bili.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\gotovo je sve možete početi sa pričom.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\imamo još četiri minuta vremena do polaska voza.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\javio se i otišao je na aerodrom.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\još malo pa će izbori.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\kada se vratim sa posla svratiću do tebe.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\kada završi sa sastankom javiće nam rezultate.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\kompjuteri su prodrli u sve oblasti i bez njih se ne može.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\krećemo za pet minuta.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\malo pre sam se čuo sa njim i on mi je sve ispričao.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\milan je ušao u voz nekoliko minuta pre nas.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\mirjana je rekla da će se uskoro vratiti.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\moj sin ide prvi put sam na more.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\moja karta važi još dva dana.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\na mlade najviše uticaja imaju lica sa estrade kao i iz sporta.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\na more idemo u isto mesto kao i prošle godine.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\na slavi ćemo imati preko 50 gostiju.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\nadam se.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\naoblačilo se kao da će padati kiša.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\napisaću mu pismo.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\nazvaću te ponovo otprilike za sat vremena.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\naša kola su stara 10 godina.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\ne idem danas u školu.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\nismo u kontaktu više od godinu dana.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\o toj aferi novine su pisale danima.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\od sutra smo sami u kući.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\opet je pijaca poskupela.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\otišao je u inostranstvo prošle godine i još se nije vartio.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\otišao je u inostranstvo prošle godine i još se nije vratio.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\otvara se igraonica prekoputa naše zgrade.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\ovi klinci su nemogući niko ih ne može obuzdati.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\petar će doći u ponedeljak.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\pojavio se u poslednjem trenutku.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\popeću se na drvo ako me mama ne vidi.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\preko leta ću biti u beogradu.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\prelazio je ulicu naspram one tek renovirane buregdzinice.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\premijer je obećao viši standard.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\prespavaću ceo dan.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\raspitaću se pa ću ti javiti.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\samo što sam stigao odmah sam morao da odem na sastanak.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\sanjao sam te pre neku noć.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\sećam se kad je ulicom kneza miloša saobraćao tramvaj.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\strpi se još malo samo što nismao stigli.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\sutra je doček nove godine.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\sutra se završava školska godina.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\sutra će biti 27 u hladu.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\sutra ćemo sve raditi ponovo pa šta ispadne.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\taman sam krenula da učim a on me pozvao.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\telefoni zvone po ceo dan i tebe traže.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\u braku smo već devet godina.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\u ponedeljak putujem na frušku goru.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\upravo su mi javili da treba da dođem sutra.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\uvek se setim tebe kad čujem tu pesmu.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\večeras mora da donese odluku o njegovoj smeni.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\večeras najavljuju padavine.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\vratiću se brzo .wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\za dva dana počinje škola.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\za osam minuta počinje predstava.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\znam znam pa meni je 100 puta pričao.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 3\čim mu plate on će doneti robu.wav,3
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\da da tako smo se dogovrili.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\demonstracije su opet počele.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\dok se saginjao umalo ga ne zgazi ljubin ford.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\doveče je žurka kod komšija.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\doćiće nam mirko na ručak.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\dugo vremena nismo ovde bili.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\gotovo je sve možete početi sa pričom.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\imamo još četiri minuta vremena do polaska voza.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\javio se i otišao je na aerodrom.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\još malo pa će izbori.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\kada se vratim sa posla svratiću do tebe.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\kada završi sa sastankom javiće nam rezultate.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\kompjuteri su prodrli u sve oblasti i bez njih se ne može.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\krećemo za pet minuta.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\malo pre sam se čuo sa njim i on mi je sve ispričao.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\milan je ušao u voz nekoliko minuta pre nas.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\mirjana je rekla da će se uskoro vratiti.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\moj sin ide prvi put sam na more.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\moja karta važi još dva dana.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\na mlade najviše uticaja imaju lica sa estrade kao i iz sporta.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\na more idemo u isto mesto kao i prošle godine.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\na slavi ćemo imati preko 50 gostiju.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\nadam se.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\naoblačilo se kao da će padati kiša.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\napisaću mu pismo.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\nazvaću te ponovo otprilike za sat vremena.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\naša kola su stara 10 godina.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\ne idem danas u školu.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\nismo u kontaktu više od godinu dana.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\o toj aferi novine su pisale danima.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\od sutra smo sami u kući.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\opet je pijaca poskupela.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\otišao je u inostranstvo prošle godine i još se nije vartio.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\otišao je u inostranstvo prošle godine i još se nije vratio.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\otvara se igraonica prekoputa naše zgrade.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\ovi klinci su nemogući niko ih ne može obuzdati.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\petar će doći u ponedeljak.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\pojavio se u poslednjem trenutku.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\popeću se na drvo ako me mama ne vidi.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\preko leta ću biti u beogradu.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\prelazio je ulicu naspram one tek renovirane buregdzinice.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\premijer je obećao viši standard.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\prespavaću ceo dan.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\raspitaću se pa ću ti javiti.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\samo što sam stigao odmah sam morao da odem na sastanak.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\sanjao sam te pre neku noć.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\sećam se kad je ulicom kneza miloša saobraćao tramvaj.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\strpi se još malo samo što nismao stigli.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\sutra je doček nove godine.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\sutra se završava školska godina.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\sutra će biti 27 u hladu.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\sutra ćemo sve raditi ponovo pa šta ispadne.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\taman sam krenula da učim a on me pozvao.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\telefoni zvone po ceo dan i tebe traže.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\u braku smo već devet godina.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\u ponedeljak putujem na frušku goru.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\upravo su mi javili da treba da dođem sutra.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\uvek se setim tebe kad čujem tu pesmu.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\večeras mora da donese odluku o njegovoj smeni.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\večeras najavljuju padavine.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\vratiću se brzo .wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\za dva dana počinje škola.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\za osam minuta počinje predstava.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\znam znam pa meni je 100 puta pričao.wav,4
..\podaci\text-to-speech\GPT-2\Sentences\Sentences 4\čim mu plate on će doneti robu.wav,4
